text,label,token_ids
feel curious thing around,5,"[57676, 22999, 3245, 2212]"
feel reason apart others life im help become something push succeed successful happy,1,"[57676, 2944, 10980, 3885, 2324, 737, 1520, 3719, 2555, 4585, 12265, 6992, 6380]"
feel uncomfortable guess,4,"[57676, 29213, 8101]"
feel pretty mellow far whatever healing wounding process may getting underway,1,"[57676, 5128, 296, 5412, 3117, 8996, 21730, 289, 13900, 1920, 1253, 3794, 38199]"
wonder sometimes whether added antagonism misunderstanding many people towards u feel reluctant wholeheartedly support traditional armistice day remembrance,4,"[86, 14518, 7170, 3508, 3779, 43215, 2191, 70847, 1690, 1274, 7119, 577, 2733, 44040, 4459, 18207, 53423, 1862, 8776, 6916, 380, 560, 1938, 1323, 72669]"
leg would feel shitty mile would come around like always,0,"[1978, 1053, 2733, 78558, 14929, 1053, 2586, 2212, 1093, 2744]"
know unfair reaction run way explain feel shaken best come right,4,"[33134, 28743, 13010, 1629, 1648, 10552, 2733, 66900, 1888, 2586, 1314]"
seriously feel blessed support home amazing,2,"[805, 13610, 2733, 33944, 1862, 2162, 8056]"
feel abused maligned mostly tired nervous feeling anticipating danger,0,"[57676, 36665, 8811, 1571, 10213, 19781, 23418, 8430, 86359, 8137]"
feeling pretty restless right typing,4,"[1897, 20659, 5128, 89358, 1314, 20061]"
know gosman touristy place go montauk area infrequent visitor area want head harbor feel gentle cawing seagull lapping water wood piling relaxing breeze coming water,2,"[33134, 342, 437, 1543, 31070, 88, 2035, 733, 20605, 2933, 74, 3158, 4225, 70791, 20792, 3158, 1390, 2010, 57511, 2733, 22443, 272, 675, 287, 513, 351, 620, 326, 3713, 3090, 7732, 281, 8138, 34948, 46385, 5108, 3090]"
admit hilarious e card seriously exactly feel stressed feel moment could start hy,0,"[329, 1800, 41367, 384, 3786, 14243, 7041, 2733, 32647, 2733, 4545, 1436, 1212, 6409]"
wrote last year feeling dull inarticulate normal,0,"[86, 5646, 1566, 1060, 8430, 41630, 304, 81987, 6468, 4725]"
id kick gear feel irritable motivation ever,3,"[307, 10536, 14787, 2733, 6348, 23349, 25835, 3596]"
feel child innocent feeling illustrating,1,"[57676, 1716, 25226, 8430, 94012]"
satisfaction feeling longer supporting contributing looter driven consumerism made walking corpse america revered younger,2,"[82, 52370, 8430, 5129, 12899, 29820, 781, 26464, 16625, 11761, 2191, 1903, 11689, 52644, 64766, 85761, 14992]"
start feel resentful,3,"[2527, 2733, 47540, 1285]"
spend vacation obligation headache feeling like emotional blackmailed three place,0,"[2203, 408, 20769, 29672, 47846, 8430, 1093, 14604, 3776, 1764, 2230, 2380, 2035]"
feel herpes coming would surprised point make checkup clinic wednesday,5,"[57676, 70085, 5108, 1053, 14792, 1486, 1304, 1817, 455, 28913, 11077, 7465]"
feel fucked like everyday life,3,"[57676, 28252, 1093, 18254, 2324]"
ive worked really hard year try make child class feel like valued,1,"[535, 6575, 2216, 2653, 1060, 1456, 1304, 1716, 538, 2733, 1093, 33647]"
feeling disheartened word late,0,"[1897, 20659, 834, 18207, 6901, 3492, 3389]"
feel like bitchy time upon retrospect think trying shake,3,"[57676, 1093, 40530, 88, 892, 5304, 77653, 1781, 4560, 27116]"
still second guess still terrible time making definitive decision certain truth know feel assured truth,1,"[44466, 2132, 8101, 2103, 17936, 892, 3339, 45813, 5597, 3738, 8206, 1440, 2733, 28478, 8206]"
feel like egg benedict something equally delicious,1,"[57676, 1093, 19151, 3399, 291, 858, 2555, 18813, 18406]"
im feeling way trusting,1,"[318, 8430, 1648, 69344]"
im feeling inspired summery element favorite past time beach bummin,1,"[318, 8430, 14948, 35359, 727, 2449, 7075, 3347, 892, 11573, 73974, 1083]"
feel smiled love even gorgeous,1,"[57676, 31645, 3021, 1524, 24415]"
continue define discover home mean amsterdam whenever feel pang blank sickness line missing cultural mindset american city life much different cultural mindset amsterdam,0,"[9726, 7124, 7142, 2162, 3152, 57039, 15716, 2733, 97974, 10321, 54950, 1584, 7554, 13042, 40543, 39542, 3363, 2324, 1790, 2204, 13042, 40543, 57039]"
make arcade simple purpose try make feel absolutely comfortable physically emotionally practically absolutely,1,"[7072, 48312, 4382, 7580, 1456, 1304, 2733, 11112, 10882, 22655, 38683, 32367, 11112]"
say feel sympathetic,2,"[37890, 2733, 53464]"
feeling eager hopped tube ride eye london,1,"[1897, 20659, 24450, 305, 18033, 14019, 12141, 8071, 63146]"
go online see friend talking another one talking feel ignored feel unloved,0,"[3427, 2930, 1518, 4333, 7556, 2500, 832, 7556, 2733, 12305, 2733, 653, 385, 2111]"
monitoring say anything ever come across blog feel offended please dont stop,3,"[33325, 287, 2019, 4205, 3596, 2586, 4028, 5117, 2733, 54221, 4587, 15890, 3009]"
feel like weird cancer one time,5,"[57676, 1093, 16682, 9572, 832, 892]"
want feel safe well maybe maybe small chance feel joy dream come true,1,"[53757, 2733, 6220, 1664, 7344, 7344, 2678, 6140, 2733, 16267, 8063, 2586, 837]"
im feeling cranky,3,"[318, 8430, 51358, 88]"
also think puzzling particular administrator singled praise ability get student read feel ssr time productive use class time,1,"[19171, 1781, 32854, 2785, 4040, 29193, 79973, 29488, 5845, 636, 5575, 1373, 2733, 11107, 81, 892, 27331, 1005, 538, 892]"
tried fill befriending people knew using didnt care needed feel accepted even complete loser,2,"[376, 1142, 5266, 58046, 462, 2518, 1274, 7020, 1701, 48707, 2512, 4460, 2733, 11928, 1524, 4686, 59991]"
feel stressed always,0,"[57676, 32647, 2744]"
remember feeling another cramp also ignored,0,"[30380, 8430, 2500, 1589, 1141, 1101, 12305]"
hope feel mellow well fed well slept peace within external world,1,"[61893, 2733, 296, 5412, 1664, 23114, 1664, 46498, 9096, 2949, 9434, 1917]"
also learned take lot effort positive thinking break tear feeling exhausted guilty better mom,0,"[19171, 9687, 1935, 2763, 5149, 6928, 7422, 1464, 18036, 8430, 39019, 16390, 2731, 3450]"
im feeling awful hung friend new baby day,0,"[318, 8430, 25629, 18799, 4333, 502, 8945, 1938]"
feel relaxed fine,1,"[57676, 31467, 7060]"
feel suffering really feel pain,0,"[57676, 16066, 2216, 2733, 6784]"
go sleep feel giving precious time something else life,1,"[3427, 6212, 2733, 7231, 27498, 892, 2555, 775, 2324]"
feel like neglecting beloved mom blog,1,"[57676, 1093, 39332, 287, 28530, 3450, 5117]"
shalt say co din feel thing wrote hw keen xxx,1,"[939, 3223, 2019, 1080, 11884, 2733, 3245, 6267, 32356, 27989, 12599]"
feel terrified like im edge precipice staring ahead,4,"[57676, 53731, 1093, 737, 6964, 36841, 560, 37874, 8469]"
feel totally listless exam come gone whole five month front uni free time,0,"[57676, 12756, 1160, 1752, 7151, 2586, 8208, 4459, 4330, 2305, 4156, 48986, 1949, 892]"
feel furious right life advocate tell live die lobbying supporting politician sympathic view,3,"[57676, 53170, 1314, 2324, 29115, 3371, 3974, 2815, 47338, 12899, 37038, 33818, 292, 1684]"
feel abused way,0,"[57676, 36665, 1648]"
im still paying attention feel distracted,3,"[318, 2103, 12798, 6666, 2733, 49804]"
started third block feeling hot cold tingly time knowing still five hour examination ahead idea would good,2,"[47823, 4948, 2565, 8430, 4106, 9439, 259, 11559, 892, 14392, 2103, 4330, 6596, 24481, 8469, 4623, 1053, 1695]"
im hesitant make suggestion feel outcome would sincere,1,"[318, 71560, 1304, 24710, 2733, 15632, 1053, 49424]"
feel terribly fond majority precise time,2,"[57676, 50136, 21901, 8857, 24473, 892]"
feel gaining control damaged good aspect personal security,0,"[57676, 30240, 2585, 20727, 1695, 13189, 4443, 4868]"
bombed first interview left second interview feeling pretty fan freaking tastic,1,"[65, 316, 2788, 1176, 7274, 2163, 2132, 7274, 8430, 5128, 8571, 74340, 259, 5174]"
think kind taken u long build good inventory sauce oil spice non perishable feel like chance making something delicious without specifically go buy every single item recipe,1,"[27963, 3169, 4529, 577, 1317, 1977, 1695, 15808, 19737, 5707, 42786, 2536, 83217, 481, 2733, 1093, 6140, 3339, 2555, 18406, 2085, 11951, 733, 3780, 1475, 3254, 1537, 11363]"
feel advise dad whose child soon become teenager cool pull kid high school pick smelly jalopy plant coming window,1,"[57676, 32113, 18233, 6832, 1716, 5246, 3719, 32639, 7155, 6958, 10585, 1579, 2978, 3820, 1554, 12160, 77074, 1289, 6136, 5108, 3321]"
feel victimized drag country head sand traditionalist hesitate call conservative fear offending real honest god conservative still think world created year ago stuff like skeletal remains kind hoax,0,"[57676, 11996, 1534, 11161, 3224, 2010, 9462, 8776, 380, 39666, 1650, 15692, 8850, 70669, 1972, 10978, 10087, 15692, 2103, 1781, 1917, 3549, 1060, 4227, 6392, 1093, 69397, 8625, 3169, 73944]"
would feel lucky call material kit site mine beautifully curated,1,"[41450, 2733, 18069, 1650, 3769, 16530, 2816, 10705, 32719, 58732]"
blood proved reason feeling lethargic rubbish low iron prescribed iron tablet,0,"[51105, 19168, 2944, 8430, 98522, 867, 292, 62024, 3428, 11245, 32031, 11245, 21354]"
mind feel like mind dangerous life,3,"[38824, 2733, 1093, 4059, 11660, 2324]"
feel like love everyone least compassionate toward others,2,"[57676, 1093, 3021, 5127, 3325, 60961, 9017, 3885]"
feel punished neglecting,0,"[57676, 41998, 39332, 287]"
feel like doesnt capture beauty lovely polish,2,"[57676, 1093, 44204, 12602, 13444, 17104, 45129]"
feel like lost main root feel le secure emotionally financially socially,0,"[57676, 1093, 5675, 1925, 3789, 2733, 514, 9966, 38683, 39075, 40418]"
feel like bite bullet every time think feel stressed im fully supported decision,0,"[57676, 1093, 23556, 17889, 1475, 892, 1781, 2733, 32647, 737, 7373, 7396, 5597]"
know obnoxiously immature sounding verbal tic voice kind nasal always come across like sharpest tool shed especially feeling awkward knowing knowing know,0,"[33134, 1536, 42503, 13610, 86525, 49227, 36870, 62547, 7899, 3169, 72188, 2744, 2586, 4028, 1093, 26708, 30223, 5507, 25351, 5423, 8430, 29859, 14392, 14392, 1440]"
id terrible nightmare feeling little disturbed,0,"[307, 17936, 38911, 8430, 2697, 56507]"
didnt want walk passed case customer feel disturbed,0,"[23770, 406, 1390, 4321, 5946, 1162, 6130, 2733, 56507]"
want sufferer able find hope battle help feel alone,0,"[53757, 7831, 261, 3025, 1505, 3987, 8209, 1520, 2733, 7636]"
feeling exceptionally reluctant go school tomorrow even though monday timetable pretty good,4,"[1897, 20659, 48298, 44040, 733, 2978, 16986, 1524, 3582, 94299, 67640, 5128, 1695]"
festive feel delicious wheeeeee great night,1,"[53864, 535, 2733, 18406, 15240, 2176, 35163, 2294, 3814]"
looking forward beaten feeling like disappointment husband emotional pain,0,"[20986, 4741, 31394, 8430, 1093, 41698, 10177, 14604, 6784]"
im sick feeling crappy,0,"[318, 14363, 8430, 83997]"
feel like almost convinced going pattern,1,"[57676, 1093, 4661, 22954, 2133, 5497]"
also wear im wearing dress make feel slutty feel like antique underwear obviously little bit edgy maybe little bit little bit,2,"[19171, 10051, 737, 12512, 8679, 1304, 2733, 39497, 1919, 2733, 1093, 47691, 55244, 14224, 2697, 2766, 1608, 4680, 7344, 2697, 2766, 2697, 2766]"
feel perverse pride self control managed stay ordered reach tempting human flesh close u,0,"[57676, 95904, 22519, 659, 2585, 9152, 4822, 11713, 5662, 61299, 3823, 26000, 3345, 577]"
feel impatient easily annoyed outraged blatant defiance seems olivias prominent characteristic day,3,"[57676, 74797, 6847, 57130, 72364, 72547, 90883, 5084, 8492, 344, 3557, 21102, 29683, 1938]"
positively giddy kid left morning last official class year im feeling little sad,0,"[2792, 3210, 342, 76670, 10585, 2163, 6693, 1566, 4033, 538, 1060, 737, 8430, 2697, 12703]"
feel supportive also cant help feel jealous,2,"[57676, 33445, 1101, 16869, 1520, 2733, 41690]"
mainly like text feel like much clever written word rather spoken,1,"[3902, 398, 1093, 1495, 2733, 1093, 1790, 28799, 5439, 3492, 4856, 22066]"
seriouly feel respected dont privacy ordered around,1,"[805, 99355, 398, 2733, 31387, 15890, 12625, 11713, 2212]"
said word devotee feel relieved hear title deen bandhu fallen person become afraid title uplifter devotee consider true devotee hence unworthy benefit aspect personality,1,"[84359, 3492, 48772, 68, 2733, 51512, 6865, 2316, 409, 268, 7200, 17156, 21536, 1732, 3719, 16984, 2316, 709, 75, 38800, 48772, 68, 2980, 837, 48772, 68, 16472, 15375, 34594, 8935, 13189, 17743]"
personality feel pain suffering,0,"[9164, 2786, 2733, 6784, 16066]"
guess would feel like joseph walt trusting care mother finance six month died time want defend self god make quiet,1,"[52851, 1053, 2733, 1093, 90744, 764, 289, 3223, 69344, 2512, 6691, 17452, 4848, 2305, 8636, 892, 1390, 10726, 659, 10087, 1304, 11594]"
warming starting feeling little lethargic,0,"[86, 34002, 6041, 8430, 2697, 98522, 867, 292]"
feel excelent sometimes nothing especially since im really keen video game anymore watch bit anime movie got life,1,"[57676, 25555, 306, 7170, 4400, 5423, 2533, 737, 2216, 27989, 2835, 1847, 14926, 3821, 2766, 23655, 5818, 2751, 2324]"
wonder master feeling r wanting eager please master could much enjoy attention wrong desire return affection,1,"[86, 14518, 7491, 8430, 436, 19762, 24450, 4587, 7491, 1436, 1790, 4774, 6666, 5076, 12876, 471, 37805]"
im feeling little bit positive thing quite hard first saving eaten quickly cost didnt want become burden boyfriend weve come end im feeling brighter inspired thing come,1,"[318, 8430, 2697, 2766, 6928, 3245, 5115, 2653, 1176, 14324, 35661, 6288, 2853, 48707, 1390, 3719, 23104, 26923, 584, 588, 2586, 842, 737, 8430, 53657, 14948, 3245, 2586]"
im feeling rather sentimental right say feel lucky max mom,0,"[318, 8430, 4856, 93038, 1314, 2019, 2733, 18069, 1973, 3450]"
make show feel isolated crowd ill know wrong anti social feeling,0,"[7072, 1501, 2733, 25181, 13734, 5986, 1440, 5076, 7294, 3674, 8430]"
ive learned turn emotion often find feeling completely blank mother cry continuously suicidalness,0,"[535, 9687, 2543, 20356, 3629, 1505, 8430, 6724, 10321, 6691, 16106, 31978, 66153, 2136]"
feel loyal style,2,"[57676, 29947, 1742]"
understand may feel youd rather bit vulnerable homeless london precise way,4,"[8154, 2752, 1253, 2733, 499, 67, 4856, 2766, 20134, 23855, 63146, 24473, 1648]"
finally stop feeling listless like waste space,0,"[40276, 3009, 8430, 1160, 1752, 1093, 12571, 3634]"
know im feeling agitated side effect high dose,4,"[33134, 737, 8430, 945, 33337, 3185, 2515, 1579, 19660]"
feel shift positive,1,"[57676, 6541, 6928]"
feeling brave enough,1,"[1897, 20659, 34300, 3403]"
fear thief,4,"[69, 686, 58835]"
feel clever nov,1,"[57676, 28799, 6747]"
always spend money mean feel dissatisfied exit store,3,"[33222, 8493, 3300, 3152, 2733, 14091, 47365, 4974, 3637]"
im feeling really quite angry,3,"[318, 8430, 2216, 5115, 19021]"
feel kerry didnt supporting civil union gay equality,2,"[57676, 597, 5515, 48707, 12899, 8431, 11552, 8485, 22526]"
feel really ashamed,0,"[57676, 2216, 51975]"
feel amazing people life,5,"[57676, 8056, 1274, 2324]"
finally left feeling judged ridiculed intelligent,1,"[40276, 2163, 8430, 45487, 20561, 8615, 25530]"
starting feel bit insulted stranger,3,"[40389, 2733, 2766, 27224, 291, 35058]"
many day feel hopeless today light end yellow brick road shining little brighter,0,"[35676, 1938, 2733, 75323, 3432, 3177, 842, 14071, 25878, 5754, 49025, 2697, 53657]"
actually feel sorrowful,0,"[74128, 2733, 58596, 1285]"
see woman wearing boot feel envious want curse,3,"[4151, 5333, 12512, 10677, 2733, 665, 2528, 1390, 41100]"
feel feel tell together apologize make keep loving bit bit,2,"[57676, 2733, 3371, 3871, 37979, 1304, 2567, 21955, 2766, 2766]"
go say feeling impressed youre naomi klein right,5,"[3427, 2019, 8430, 25408, 71175, 4415, 22157, 80509, 1314]"
began feel sen dull cold black unconsciousness came,0,"[65, 16133, 2733, 6252, 41630, 9439, 3776, 40711, 2136, 3782]"
suspect feel le fond private,2,"[86521, 1002, 2733, 514, 21901, 879]"
honoured young woman felt comfortable enough ask kind faux hawk thing going back must looked dykey enough feel safe talking,1,"[82649, 21020, 3995, 5333, 6612, 10882, 3403, 2610, 3169, 51527, 76920, 3245, 2133, 1203, 2011, 7111, 14282, 798, 3403, 2733, 6220, 7556]"
wonder cast caveman told perfect part feel insulted complimented,3,"[86, 14518, 6445, 57709, 16357, 3309, 4832, 961, 2733, 27224, 291, 32241, 291]"
feel convinced plus many diverse price tag feel sure everyone come fund plot lighted relatively economically,1,"[57676, 22954, 5636, 1690, 17226, 3430, 4877, 2733, 2771, 5127, 2586, 3887, 7234, 3177, 291, 12309, 47379]"
feel empty baby isnt,0,"[57676, 4384, 8945, 70058]"
stopped feeling exhausted href http provokingbeauty,0,"[90963, 8430, 39019, 1839, 1795, 2605, 10979, 1395, 59051]"
